Player,Nation,Pos,Squad,Comp,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Press,Pass Types_Sw,Pass Types_Crs,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Height_Ground,Height_Low,Height_High,Body Parts_Left,Body Parts_Right,Body Parts_Head,Body Parts_TI,Body Parts_Other,Outcomes_Cmp,Outcomes_Off,Outcomes_Out,Outcomes_Int,Outcomes_Blocks,SCA_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_Drib,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_Drib,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,GCA Types_OG,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Vs Dribbles_Tkl,Vs Dribbles_Att,Vs Dribbles_Tkl%,Vs Dribbles_Past,Pressures_Press,Pressures_Succ,Pressures_%,Pressures_Def 3rd,Pressures_Mid 3rd,Pressures_Att 3rd,Blocks_Blocks,Blocks_Sh,Blocks_ShSv,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Succ%,Dribbles_#Pl,Dribbles_Megs,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_Prog,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Targ,Receiving_Rec,Receiving_Rec%,Receiving_Prog,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Pablo Sarabia,es ESP,"FW,MF",Paris S-G,fr Ligue 1,28-280,10.1,4,24,12,50.0,2.39,1.19,0.17,0.33,14.0,1,0,0,3.1,3.1,0.13,+0.9,+0.9,338,437,77.3,5399,1652,199,232,85.8,101,130,77.7,30,51,58.8,4,5.0,-1.0,23,20,20,10,40,415,22,4,7,73,7,27,10,5,1,0,339,55,43,350,74,5,6,2,338,1,3,14,18,37,31,1,1,4,0,0,6,5,0,0,1,0,0,0,11,5,3,6,2,5,20,25.0,15,148,40,27.0,27,61,60,17,1,0,16,4,15,5,0,545,8,50,237,289,62,522,8,16,50.0,9,1,389,1888,1141,73,18,10,19,10,523,427,81.6,99,1,0,0,5,11,7,27,4,5,0,0,0,49,1,7,12.5
Josh Sargent,us USA,FW,Werder Bremen,de Bundesliga,20-361,16.9,2,28,13,46.4,1.66,0.77,0.07,0.15,14.9,0,0,0,2.7,2.7,0.10,-0.7,-0.7,239,348,68.7,3370,669,145,191,75.9,71,104,68.3,14,24,58.3,2,1.6,+0.4,19,16,6,2,22,329,19,1,1,100,1,8,0,0,0,0,216,90,42,70,200,25,5,17,239,1,5,18,18,38,24,0,4,4,5,1,4,1,0,0,1,1,1,0,20,16,6,10,4,2,18,11.1,16,304,90,29.6,49,144,111,30,4,0,26,11,31,15,0,567,18,73,311,211,54,549,14,25,56.0,15,0,326,1482,695,35,9,6,43,23,725,359,49.5,90,3,0,0,26,30,4,8,11,16,0,0,0,90,36,75,32.4
Sidy Sarr,sn SEN,MF,Nîmes,fr Ligue 1,24-255,3.7,0,5,1,20.0,1.36,0.27,0.00,0.00,22.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,127,154,82.5,2750,625,47,54,87.0,47,55,85.5,28,39,71.8,0,0.2,-0.2,2,10,2,0,10,149,5,4,0,25,13,0,0,0,0,0,89,26,39,111,18,8,1,1,127,0,4,3,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,2,3,0,1,9,11.1,8,47,15,31.9,17,25,5,2,1,0,1,3,8,9,0,188,8,60,113,30,6,183,4,4,100.0,4,0,122,554,291,6,1,0,4,2,142,118,83.1,4,1,0,0,5,3,1,0,3,5,0,0,0,39,20,9,69.0
Marco Sau,it ITA,"MF,FW",Benevento,it Serie A,33-104,5.8,3,9,4,44.4,1.56,0.69,0.22,0.50,15.9,1,1,1,2.4,1.6,0.18,+0.6,+0.4,126,183,68.9,2152,603,64,78,82.1,42,55,76.4,15,35,42.9,2,1.2,+0.8,18,4,6,1,10,149,34,12,0,36,7,14,17,7,8,1,111,23,49,20,153,5,0,0,126,0,0,7,10,25,12,10,0,1,2,0,4,2,1,0,0,1,0,0,5,2,2,2,1,1,12,8.3,11,94,14,14.9,22,41,31,7,0,0,7,4,9,3,0,258,4,45,112,127,26,225,4,6,66.7,4,0,165,956,444,23,10,3,12,13,242,161,66.5,33,0,1,0,5,17,0,14,4,2,1,0,0,37,6,13,31.6
Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,29-055,15.6,5,36,11,30.6,2.31,0.70,0.08,0.27,25.2,8,2,3,4.4,2.1,0.06,+0.6,+0.9,559,816,68.5,12455,4057,214,258,82.9,195,264,73.9,144,264,54.5,3,3.7,-0.7,45,70,18,6,85,689,127,34,2,119,64,37,78,25,39,11,400,121,295,113,646,37,4,1,559,2,24,18,23,78,28,32,6,4,6,2,6,2,2,1,0,1,0,0,30,28,15,12,3,11,42,26.2,31,271,88,32.5,74,137,60,18,4,0,14,18,48,9,0,1029,19,162,550,393,35,899,44,63,69.8,47,5,656,3577,1896,82,26,5,30,33,729,640,87.8,68,5,1,0,36,47,1,37,18,28,1,2,0,168,18,15,54.5
Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,30-038,19.0,0,3,0,0.0,0.16,0.00,0.00,,8.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,847,989,85.6,18656,5749,238,264,90.2,425,462,92.0,174,247,70.4,0,0.2,-0.2,2,75,2,0,39,961,28,23,1,95,31,1,0,0,0,0,733,81,175,60,846,45,5,5,847,3,11,16,10,6,6,0,0,0,0,0,1,1,0,0,0,0,0,0,25,12,16,9,0,7,15,46.7,8,111,51,45.9,66,43,2,25,11,0,14,16,41,86,0,1139,148,539,646,22,5,1111,4,4,100.0,4,0,716,3412,2084,55,0,0,2,2,775,760,98.1,0,9,0,0,17,11,2,1,16,12,0,0,0,191,52,29,64.2
Romaine Sawyers,kn SKN,MF,West Brom,eng Premier League,29-105,16.5,0,4,0,0.0,0.24,0.00,0.00,,23.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,601,709,84.8,11776,3125,230,260,88.5,274,310,88.4,88,116,75.9,0,0.4,-0.4,5,57,5,2,52,679,30,19,1,91,19,5,0,0,0,0,518,78,113,69,596,25,0,8,601,3,7,9,15,14,12,0,0,0,2,0,2,2,0,0,0,0,0,0,31,19,21,9,1,10,36,27.8,26,328,79,24.1,161,143,24,19,2,0,17,23,54,14,1,841,29,258,526,103,2,811,9,19,47.4,11,0,516,2645,1107,39,5,0,9,17,564,531,94.1,10,2,0,0,18,14,0,5,23,19,0,0,1,175,13,6,68.4
Gianluca Scamacca,it ITA,FW,Genoa,it Serie A,22-045,8.6,2,26,7,26.9,3.01,0.81,0.08,0.29,15.7,0,0,0,2.9,2.9,0.11,-0.9,-0.9,143,209,68.4,2380,318,78,106,73.6,39,63,61.9,17,23,73.9,1,1.1,-0.1,11,6,4,1,12,199,10,0,1,49,12,9,0,0,0,0,111,53,45,13,154,17,0,7,143,0,3,4,9,20,15,0,1,2,1,1,1,1,0,0,0,0,0,0,8,6,2,2,4,2,9,22.2,7,110,33,30.0,13,47,50,8,3,0,5,3,11,9,0,319,13,34,154,150,37,309,8,12,66.7,8,1,187,842,486,26,11,3,21,16,404,229,56.7,61,1,0,0,18,14,7,9,3,6,0,0,0,44,26,31,45.6
Dane Scarlett,eng ENG,FW,Tottenham,eng Premier League,16-328,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,29-057,13.4,0,10,4,40.0,0.74,0.30,0.00,0.00,27.2,3,0,0,0.4,0.4,0.04,-0.4,-0.4,427,554,77.1,10269,4346,124,138,89.9,193,221,87.3,109,189,57.7,0,0.0,0.0,1,39,11,0,37,503,51,28,2,58,30,3,0,0,0,0,327,62,165,78,419,25,23,0,427,4,12,13,7,9,7,0,0,0,1,1,1,1,0,0,0,0,0,0,19,9,15,4,0,7,22,31.8,15,106,31,29.2,62,40,4,22,13,0,9,20,39,60,1,699,95,405,291,57,8,650,7,10,70.0,7,1,418,2362,1397,33,6,0,4,5,418,399,95.5,0,4,0,0,21,15,1,3,20,9,0,0,0,119,20,23,46.5
Aurélien Scheidler,fr FRA,FW,Dijon,fr Ligue 1,22-256,3.8,1,7,2,28.6,1.84,0.53,0.14,0.50,18.5,0,0,0,0.5,0.5,0.08,+0.5,+0.5,57,76,75.0,886,82,29,38,76.3,22,29,75.9,3,6,50.0,0,0.3,-0.3,4,0,2,0,2,67,9,0,0,16,1,0,0,0,0,0,52,16,8,7,52,8,0,2,57,0,0,0,2,6,4,0,0,1,0,1,1,0,0,0,1,0,0,0,4,1,0,4,0,0,1,0.0,1,42,4,9.5,1,20,21,1,0,0,1,0,4,5,0,113,6,10,68,45,8,104,1,4,25.0,1,0,63,289,102,6,4,0,6,6,172,81,47.1,34,1,0,0,7,4,6,0,0,1,0,0,0,11,10,23,30.3
Nicolás Schiappacasse,uy URU,MF,Sassuolo,it Serie A,22-034,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1,1,100.0,4,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,2,50.0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,,0,0,2,3,0,0,0,0,1,0,4,1,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
Pasquale Schiattarella,it ITA,MF,Benevento,it Serie A,33-261,16.9,1,5,3,60.0,0.30,0.18,0.20,0.33,16.0,0,0,0,0.6,0.6,0.12,+0.4,+0.4,715,884,80.9,13798,3959,272,307,88.6,320,375,85.3,101,161,62.7,1,2.6,-1.6,20,79,20,1,83,818,66,59,3,134,23,3,0,0,0,0,632,88,164,113,718,40,3,4,715,6,7,14,19,39,34,1,1,1,1,1,1,1,0,0,0,0,0,0,34,25,22,11,1,14,33,42.4,19,180,66,36.7,88,82,10,21,6,0,15,14,48,23,0,1012,52,314,621,138,6,954,10,13,76.9,12,0,616,2954,1628,50,16,0,18,9,695,661,95.1,8,7,1,0,23,36,1,3,14,25,0,0,0,192,7,7,50.0
Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,25-022,10.8,6,28,14,50.0,2.60,1.30,0.21,0.43,12.5,1,0,0,5.0,5.0,0.18,+1.0,+1.0,150,213,70.4,2054,324,89,119,74.8,48,66,72.7,4,7,57.1,1,1.1,-0.1,12,6,1,0,7,199,14,0,0,73,0,1,0,0,0,0,112,55,46,113,30,23,2,14,150,0,2,10,5,28,20,0,4,3,1,0,4,3,0,1,0,0,0,0,11,6,0,6,5,1,4,25.0,3,124,39,31.5,1,42,81,9,5,0,4,0,11,6,0,328,12,16,151,170,54,313,16,22,72.7,17,0,177,618,262,16,2,7,26,14,507,240,47.3,92,2,0,0,16,12,6,1,0,6,0,0,0,37,42,46,47.7
Sven Schipplock,de GER,"FW,MF",Arminia,de Bundesliga,32-099,6.8,1,10,4,40.0,1.47,0.59,0.10,0.25,16.8,0,0,0,0.8,0.8,0.08,+0.2,+0.2,86,152,56.6,1277,321,47,72,65.3,30,48,62.5,5,12,41.7,0,0.9,-0.9,10,9,0,0,9,149,3,0,0,44,1,8,0,0,0,0,87,33,32,18,91,21,1,5,86,1,3,12,12,14,11,0,1,0,2,0,1,1,0,0,0,0,0,0,7,5,2,4,1,2,24,8.3,22,244,60,24.6,34,139,71,8,3,0,5,2,9,11,0,231,13,34,126,88,20,229,7,12,58.3,8,2,131,819,491,24,9,2,13,10,289,150,51.9,44,3,0,0,30,23,3,8,2,5,0,0,0,46,17,22,43.6
Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,23-140,17.9,1,23,2,8.7,1.29,0.11,0.04,0.50,20.5,0,0,0,1.4,1.4,0.06,-0.4,-0.4,530,691,76.7,10029,2728,213,263,81.0,236,278,84.9,72,123,58.5,1,2.1,-1.1,11,62,14,0,64,676,15,12,3,124,18,5,0,0,0,0,461,95,135,424,207,34,0,7,530,7,17,21,20,30,25,0,0,3,1,1,3,2,0,0,1,0,0,0,64,46,17,41,6,13,39,33.3,26,323,119,36.8,85,178,60,33,4,0,29,22,86,35,0,913,45,212,566,201,20,899,12,18,66.7,13,0,573,3078,1713,62,20,5,29,26,595,513,86.2,38,4,0,0,24,20,0,5,22,46,1,0,0,217,33,29,53.2
Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,23-293,12.4,0,7,1,14.3,0.56,0.08,0.00,0.00,16.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4,378,462,81.8,8327,2931,99,109,90.8,201,233,86.3,74,111,66.7,0,0.2,-0.2,2,21,3,0,29,442,20,20,0,55,8,1,0,0,0,0,319,56,87,281,127,35,0,3,378,0,13,9,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,8,5,0,3,17,17.6,14,118,33,28.0,67,42,9,22,14,0,8,18,31,81,1,597,89,382,241,21,8,579,3,4,75.0,3,0,322,1687,959,8,0,0,2,2,323,313,96.9,3,1,0,0,12,21,0,1,18,6,0,0,1,121,33,22,60.0
Nico Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,21-076,4.3,1,9,3,33.3,2.08,0.69,0.11,0.33,11.3,0,0,0,0.4,0.4,0.05,+0.6,+0.6,223,268,83.2,4795,1370,66,73,90.4,118,129,91.5,37,60,61.7,0,0.2,-0.2,1,13,1,0,15,261,7,7,1,39,15,0,0,0,0,0,198,31,39,225,28,11,0,1,223,0,7,4,5,6,4,0,0,1,0,1,1,1,0,0,0,0,0,0,12,5,7,5,0,3,5,60.0,2,60,19,31.7,30,29,1,8,3,0,5,8,20,21,0,330,37,162,171,28,8,325,1,2,50.0,1,0,218,1272,881,24,10,0,1,3,227,220,96.9,4,3,1,1,7,7,0,0,8,5,0,1,0,47,13,15,46.4
Jeffrey Schlupp,gh GHA,MF,Crystal Palace,eng Premier League,28-054,10.8,2,13,6,46.2,1.20,0.55,0.15,0.33,12.0,0,0,0,1.3,1.3,0.10,+0.7,+0.7,198,285,69.5,3034,807,106,137,77.4,73,103,70.9,11,20,55.0,1,0.9,+0.1,11,19,6,1,23,276,9,2,0,79,3,21,0,0,0,0,189,41,55,183,49,19,6,3,198,1,3,5,17,24,18,0,2,1,3,0,4,2,0,0,1,1,0,0,16,7,8,6,2,6,18,33.3,12,149,38,25.5,57,69,23,28,7,0,21,10,26,5,1,445,14,69,226,185,39,436,24,42,57.1,26,0,289,1309,673,38,13,8,20,37,404,304,75.2,63,2,0,0,13,14,0,21,10,7,0,0,0,64,29,34,46.0
Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,34-102,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,549,770,71.3,17340,9548,69,70,98.6,245,247,99.2,233,451,51.7,0,0.0,0.0,0,3,0,0,0,527,243,100,0,42,39,0,0,0,0,0,364,45,361,26,603,0,0,105,549,2,32,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0.0,3,0,0,0,0,0,0,0,0,0,0,811,695,803,9,0,0,570,0,1,0.0,0,0,369,1606,863,0,0,0,0,0,373,371,99.5,0,0,0,0,0,1,0,0,0,0,0,0,0,101,0,0,
Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,30-234,15.9,1,15,6,40.0,0.94,0.38,0.07,0.17,20.2,3,0,0,0.9,0.9,0.06,+0.1,+0.1,625,804,77.7,12263,5322,228,268,85.1,297,357,83.2,91,145,62.8,2,1.3,+0.7,15,47,21,12,79,597,207,13,0,89,21,39,1,0,1,0,374,220,210,95,476,30,193,2,625,2,9,20,26,33,23,5,1,2,1,1,5,3,1,0,0,0,1,0,26,20,11,12,3,6,21,28.6,15,186,59,31.7,65,88,33,30,9,0,21,7,33,34,0,955,48,263,444,293,23,746,10,19,52.6,10,0,493,2252,1336,49,19,3,7,16,553,488,88.2,28,2,0,0,11,10,0,39,7,20,0,0,0,140,15,15,50.0
Romano Schmid,at AUT,"FW,MF",Werder Bremen,de Bundesliga,21-019,6.2,0,8,2,25.0,1.28,0.32,0.00,0.00,22.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,139,197,70.6,2149,723,70,88,79.5,57,76,75.0,8,18,44.4,1,0.4,+0.6,5,16,5,1,27,188,9,0,0,42,2,5,0,0,0,0,131,36,30,18,164,7,3,1,139,0,7,11,9,16,13,0,1,1,1,0,3,2,0,0,0,1,0,0,14,10,5,4,5,7,16,43.8,9,139,38,27.3,24,75,40,14,1,0,13,7,21,4,0,276,4,52,144,102,4,267,12,17,70.6,13,1,199,902,554,24,10,0,12,13,264,176,66.7,30,1,0,0,8,11,2,5,7,10,1,0,0,48,4,11,26.7
Benno Schmitz,de GER,DF,Köln,de Bundesliga,26-090,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,54,75,72.0,1069,504,20,25,80.0,28,30,93.3,6,19,31.6,0,0.0,0.0,0,2,0,0,5,65,10,0,0,8,2,0,0,0,0,0,37,14,24,12,47,5,10,1,54,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,0,0,2,0.0,2,32,14,43.8,15,11,6,2,2,0,0,3,7,7,0,94,9,45,44,12,0,84,0,0,,0,0,49,251,136,6,1,0,2,1,65,57,87.7,2,0,0,0,5,2,0,0,3,3,0,0,0,10,2,2,50.0
Morgan Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,31-099,14.8,0,5,3,60.0,0.34,0.20,0.00,0.00,15.4,0,0,0,0.3,0.3,0.07,-0.3,-0.3,873,984,88.7,16405,4348,374,404,92.6,369,393,93.9,111,156,71.2,1,0.5,+0.5,6,77,4,0,70,948,36,35,0,111,43,2,1,0,0,0,763,70,151,117,811,29,0,8,873,1,10,14,5,15,14,0,0,0,0,1,1,1,0,0,0,0,0,0,27,22,8,17,2,8,33,24.2,25,241,72,29.9,75,146,20,24,8,0,16,19,46,32,0,1108,61,363,702,123,11,1075,6,9,66.7,6,0,737,3323,1584,45,13,1,8,5,829,807,97.3,12,6,1,1,27,5,0,2,19,22,0,0,0,153,27,15,64.3
Alessandro Schöpf,at AUT,"FW,MF",Schalke 04,de Bundesliga,27-008,7.9,0,7,0,0.0,0.88,0.00,0.00,,20.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,213,261,81.6,3047,608,125,145,86.2,62,71,87.3,15,19,78.9,0,0.0,0.0,1,13,3,0,16,245,16,3,1,44,2,5,2,0,0,2,188,54,19,88,153,5,11,0,213,0,2,8,13,10,7,0,1,1,1,0,0,0,0,0,0,0,0,0,12,10,5,7,0,5,13,38.5,8,161,51,31.7,46,80,35,20,1,0,19,2,14,4,0,361,10,59,212,117,15,347,14,22,63.6,15,0,257,1313,613,23,9,3,10,24,323,238,73.7,48,0,0,0,9,12,3,5,2,10,0,0,0,62,7,12,36.8
Jerdy Schouten,nl NED,MF,Bologna,it Serie A,24-034,18.2,0,4,1,25.0,0.22,0.05,0.00,0.00,28.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,763,877,87.0,15109,3645,291,342,85.1,328,362,90.6,128,149,85.9,0,0.9,-0.9,15,89,5,0,69,859,18,12,1,109,26,4,2,0,1,1,663,101,113,56,761,37,0,4,763,3,8,16,12,25,22,1,1,0,1,0,0,0,0,0,0,0,0,0,38,30,14,24,0,8,24,33.3,16,269,76,28.3,97,137,35,32,7,0,25,36,74,24,2,1049,61,293,623,190,2,1033,29,41,70.7,30,0,699,2988,1125,46,17,1,12,23,689,656,95.2,21,4,0,0,30,15,0,4,36,30,0,1,0,221,22,23,48.9
Nico Schulz,de GER,"DF,MF",Dortmund,de Bundesliga,27-320,1.8,0,2,0,0.0,1.10,0.00,0.00,,21.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,106,131,80.9,1915,535,41,47,87.2,51,58,87.9,12,22,54.5,0,0.0,0.0,1,9,0,0,14,122,9,3,0,14,0,5,0,0,0,0,108,9,14,97,25,2,6,0,106,0,3,5,3,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,4,3,2,1,1,0,4,0.0,4,28,14,50.0,6,12,10,3,1,0,2,3,7,5,0,157,6,42,89,41,4,148,0,3,0.0,0,0,105,451,258,8,5,0,1,2,112,106,94.6,7,0,0,0,4,1,0,5,3,3,0,0,0,25,3,2,60.0
Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,28-258,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,504,629,80.1,15543,8541,66,67,98.5,235,236,99.6,203,326,62.3,0,0.0,0.0,1,4,0,0,0,452,177,34,0,36,16,0,0,0,0,0,382,27,220,109,428,0,0,75,504,5,10,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1,50.0,2,0,0,1,0,0,1,0,0,2,1,671,584,669,2,0,0,497,1,1,100.0,1,0,375,1854,961,0,0,0,0,0,350,350,100.0,0,0,0,0,0,2,0,0,0,0,0,0,0,75,0,0,
Matteo Scozzarella,it ITA,MF,Parma,it Serie A,32-255,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,85,109,78.0,1925,414,24,25,96.0,37,39,94.9,24,44,54.5,0,0.3,-0.3,5,8,0,0,5,93,16,6,0,11,8,4,10,4,4,1,79,4,26,5,102,2,0,0,85,1,3,2,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,2,3,66.7,1,17,5,29.4,5,11,1,5,1,0,4,6,9,1,0,126,5,31,77,27,0,110,0,0,,0,0,65,357,192,9,2,0,0,2,94,86,91.5,2,1,0,0,3,1,0,4,6,1,0,0,0,8,0,0,
Jacopo Segre,it ITA,MF,Torino,it Serie A,23-364,2.1,0,4,1,25.0,1.88,0.47,0.00,0.00,14.8,0,0,0,0.4,0.4,0.11,-0.4,-0.4,94,106,88.7,1994,304,36,40,90.0,30,36,83.3,26,27,96.3,0,0.0,0.0,1,8,0,0,2,104,2,1,0,12,4,0,0,0,0,0,90,8,8,8,94,1,1,0,94,0,0,1,0,5,3,0,0,2,0,0,1,0,0,0,1,0,0,0,7,5,3,3,1,2,5,40.0,3,27,11,40.7,10,14,3,1,0,0,1,0,7,1,0,130,1,30,92,20,5,129,3,6,50.0,4,1,95,536,297,11,3,1,0,3,113,102,90.3,3,1,0,0,2,9,1,0,0,5,0,0,0,17,2,3,40.0
Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,26-026,4.4,3,11,5,45.5,2.48,1.13,0.18,0.40,14.8,0,1,1,1.7,1.0,0.09,+1.3,+1.0,64,112,57.1,886,247,38,58,65.5,18,34,52.9,4,8,50.0,0,0.2,-0.2,2,5,3,0,10,107,5,0,0,46,2,4,0,0,0,0,41,34,37,4,55,13,0,8,64,0,4,3,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,3,33.3,2,89,26,29.2,11,37,41,0,0,0,0,1,3,6,0,171,5,22,77,81,29,166,3,8,37.5,4,0,88,395,192,7,2,0,9,13,253,127,50.2,39,4,0,0,10,15,4,4,1,2,0,0,0,25,39,36,52.0
Nélson Semedo,pt POR,DF,Wolves,eng Premier League,27-091,20.7,0,15,5,33.3,0.73,0.24,0.00,0.00,24.0,0,0,0,0.8,0.8,0.05,-0.8,-0.8,962,1193,80.6,15472,4680,558,610,91.5,307,372,82.5,81,146,55.5,1,0.5,+0.5,10,60,16,8,60,974,219,7,1,123,17,34,0,0,0,0,703,289,201,168,760,36,212,2,962,2,15,20,49,34,29,0,0,3,1,1,4,3,0,0,1,0,0,0,52,31,35,11,6,22,43,51.2,21,324,97,29.9,165,107,52,45,10,0,35,31,83,49,0,1454,92,402,695,461,30,1239,45,65,69.2,47,0,931,5030,2942,135,41,7,28,25,948,867,91.5,57,4,0,0,31,25,2,34,31,31,0,1,1,167,27,24,52.9
Léo Sena,br BRA,MF,Spezia,it Serie A,25-046,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,32,37,86.5,634,121,11,12,91.7,14,15,93.3,6,9,66.7,0,0.0,0.0,1,3,2,1,3,36,1,1,0,3,3,1,0,0,0,0,25,6,6,3,32,2,0,0,32,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,4,25.0,3,19,5,26.3,4,10,5,2,0,0,2,0,2,1,0,51,0,6,32,17,0,50,1,1,100.0,1,0,40,232,150,7,3,0,2,1,44,36,81.8,1,0,0,0,0,7,0,1,0,0,0,0,0,8,0,3,0.0
Stefano Sensi,it ITA,MF,Inter,it Serie A,25-194,3.3,0,9,4,44.4,2.75,1.22,0.00,0.00,21.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5,169,205,82.4,2876,795,89,97,91.8,64,79,81.0,14,27,51.9,0,0.1,-0.1,3,15,3,0,19,181,24,5,0,22,8,6,12,3,2,0,150,26,29,26,168,5,5,1,169,1,2,2,1,16,10,2,1,2,1,0,4,0,2,0,2,0,0,0,8,6,3,3,2,2,7,28.6,5,67,22,32.8,22,26,19,3,0,0,3,4,12,2,1,248,5,33,119,109,4,226,6,11,54.5,6,0,187,812,416,17,7,1,7,3,201,178,88.6,17,1,1,0,6,8,0,6,4,6,0,0,0,30,0,1,0.0
